crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
create;670254958445330432;Join us today for the Black Friday Extravaganza from 12:00 - 3:00 p.m. in Center Court & learn how to create an adorable holiday painting!;false;
create;667782644751552512;Schools sing praise to Allah, create propaganda posters for ISIS https://t.co/iq2xOJQO8f via the @FoxNews Android app;false;
create;668216918810210304;@Shaksam_ @SHDWmusic You can choose to create that ideology yourself about me. That's not what I'm saying though. What you're doing here is;false;
create;669135860118511616;Wow.  Have mercy, God.  Help us better assess circumstances before we create a mess & hurt others. #discerning https://t.co/pu66NE92aP;false;
create;668944249447034880;"..and although Leone did not create it, A Fistful of Dynamite is one of the genre's most memorable films... https://t.co/RMb8ZNmeox;false;
create;668805207250345984;S06220 [NEW] Enacts the "violence prevention task force act" to create the violence prevention task force. https://t.co/Br1TOqwNu1;true;
create;667768101677744128;It takes hundreds of thousands..sometimes millions of dollars to create an album.. aside from the blood sweat and tears to create & push it.;false;
adoro lei;669155628602888193;Little Queens Pasta @adorolei #pasta #sausage #broccolirabe #garlic #extravirgin #whitewine… https://t.co/GnY8m1kML4;true;
terra;668856918400770048;Estados Unidos realmente é a terra das oportunidades. Empresa de Grande porte contrata: OPERADOR DE… https://t.co/hppbqUqC1F;true;
terra;669860474993942528;Jimi Hendrix Celebration @ Terra Blues   https://t.co/MPmwsy2iHp;true;
terra;669708551997231104;@425suzanne terra mystica or Scoville IMHO;false;
terra;667730020438286337;Yesterday night, checking out #JohnPrimerBlues at #TerraBlues #NYC #Blues #Music Song 1 @ Terra Blues https://t.co/x4RYcwyewc;true;
rocka rolla;667590852357840896;Night out with some of my favourite girls + marcxxlee #rockarolla #nyc #emonight #Brooklyn @ Rocka Rolla https://t.co/77hbidLyeu;true;
rocka rolla;669688659118055424;I'm at Rocka Rolla in Brooklyn, NY https://t.co/5twJBqbmdg;true;
rocka rolla;667967135843504128;? @ Rocka Rolla https://t.co/kLTXnmwOQR;true;
lima;667403350003081219;Kinikilig parin ako sa ganap kahapon na aka apat na beses naku nag rereply pang lima ko na ngaun #ALDUBFixedMarriage;false;
lima;668561909076074496;Mr schue why aren't you in Lima for glee club rehearsal?? https://t.co/3Ow5L6r0DU;false;
lima;668480322934304768;me puse nostálgico esta mañana, quiero irme a Lima al menos una semana.;false;
lima;669042905118605312;sumarle que estamos a 1°C, Lima no me ha preparado para esto!;false;
lima;668561329851117568;Echa Muni 2 Vergüenza Lima 1, a ver? Donde están esos grones burlones? ? 'el que ríe al último.. ' Y Dale U! https://t.co/RLbqC6VWP3;false;
lima;669510239671197696;Peru bound this morning!  See ya'll on the flip side!  ? ? ?  #peru #abroad #lima #plane #travelnoire… https://t.co/U2O6pSfXP1;true;
lima;669613399047839745;Jader ?Barbalho pede para "contraditar" Cássio Cunha Lima sobre voto aberto.;false;
lima;667868894376435712;I'm at Lima Peruvian Restaurant in Brooklyn, NY https://t.co/ivilk4bdoP;true;
lima;669296847199014913;Aguanten, antes del derrame colectivo, he notado que ese post de U. Lima no tiene el check de verified. ¿Es verdad o es chow, @Hollabackkid?;false;
lima;668639998737047552;DADDDYYYY LIMA BEAN ILY;false;
rainbow room;669360770988290048;I'm at Dominican / American Rainbow Room in Brooklyn, NY https://t.co/MN28m7FYu0;true;
rainbow room;668275919585439745;I'm at Dominican / American Rainbow Room in Brooklyn, NY https://t.co/37LLtCIgNA;true;
rainbow room;668343583523643392;#30Rock #nycnights #withlovefromnyc ???#rainbowroom @ Rainbow Room, 30 Rockefeller Plaza https://t.co/5b5hHbOvv6;true;
rainbow room;667854604957319168;I'm at Rainbow Room in New York, NY https://t.co/NLvWIZpHm0;true;
rainbow room;667943830876913664;This Sunday, I am excited to return to the @RainbowRoomNYC with my band for the first of two… https://t.co/fImmd5rk44;true;
rainbow room;669930824209403904;Just posted a photo @ NBC Studios Rainbow Room https://t.co/XKyXY0ZPTK;true;
rainbow room;667727150783549441;an #nyc moment outside of the #rainbowroom ???? #weddinggown #weddingplanner #nycwedding… https://t.co/Rb6PGbHfXl;true;
rainbow room;668942406688051202;Drinks (@ Rainbow Room in New York, NY) https://t.co/t6M9igVkPM;true;
rainbow room;667468246732431360;Casually partied in the NBC Rainbow Room with Olivia Wilde, Halle Berry, and Seth Meyers last… https://t.co/fTxpZ5vXs6;true;
rainbow room;667426706404327426;Halley Berry Sighting: New York, New York/ Rainbow Room i https://t.co/RYr9NtovYo;true;
peaches;668140849109139456;Raspberry with Peaches and Cream Pancakes #foodporn… https://t.co/mdv9gD2xFi;true;
peaches;669228429737349120;I'm at Peaches Restaurant - @peachesbrooklyn in Brooklyn, NY https://t.co/rqowNzB7oR;true;
peaches;668908243557736448;Shit ain't all peaches and cream..  And I ain't Sara Lee.. Bitch. https://t.co/cBmybtDHNA;false;
peaches;667574595990499329;112 ~ peaches & Cream ??;false;
peaches;667807263919243264;@FallonTonight Peaches & Herb, Reunited;false;
peaches;667806742445559808;@FallonTonight Reunited by Peaches & Herb #FallonTicketFriday;false;
peaches;667307240001437696;@MelissaBenoist on TV anyway you and Blake are like Peaches and Herb..Reunited. #oldschool;false;
peaches;668192865303011328;Sweet peaches in the big apple! #holidaysinnyc #nyc #rockafellercenter @… https://t.co/MuTy0c39f3;true;
peaches;669239480251981826;I thought peaches and cream was about food  https://t.co/jrH9gDDG1m;false;
peaches;669311233477210112;i wish there were some peaches in this house, thats one of my fave fruits evr;false;
mezzogiorno;668536116677640197;#TheGabriels #hahnnnnnn #lol? @ Mezzogiorno Restaurant https://t.co/Pd4xfzZayY;true;
mezzogiorno;668546707278405633;#desert?? @ Mezzogiorno Restaurant https://t.co/lMeKF1saRM;true;
mezzogiorno;668547374265012225;#desert?? @ Mezzogiorno Restaurant https://t.co/21mBr04nJr;true;
mezzogiorno;668531793000288257;I'm at @MezzogiornoNy in New York, NY https://t.co/jSbPhWV5LL;true;
mezzogiorno;668538316220964864;?it's about to go down® in #Italy and? @ Mezzogiorno Restaurant https://t.co/RXyKPycr6V;true;
against the grain;667398009936879618;What if I told y'all I don't actually like candy corn I just wanted to go against the grain ?;false;
the rum house;667933428042493953;Just a little midnight music to go with my mojito. @ The Rum House https://t.co/wobyJLCgd1;true;
tonic times square;670015609577594880;Turkey, turkey and turkey (@ Tonic Times Square in New York, NY) https://t.co/fWh54LvUaX;true;
hakkasan;667846226398674944;#foodporn #foodie #hakassan #birthday #dumpling @ Hakkasan New York https://t.co/r3qrOwwIgT;true;
hakkasan;667846079430328320;This man is - and always will be - my birthday present. #love #husband #nyc #birthday @ Hakkasan New… https://t.co/wgw1Yxr49a;true;
hakkasan;668246150311448576;Just a normal Saturday night with my girl T. #holla @ Hakkasan New York https://t.co/60htDboihe;true;
jaya;669930211547422720;I'm at Jaya 888 in New York, NY w/ @darthbear https://t.co/8eR6zEiNzd https://t.co/EaupTxxWny;true;
jaya;670049211526848514;This restaurant owner is a Malaysian Chinese!!! And they are so kind toward us. (@ Jaya 888 in New York, NY) https://t.co/J6CN1optfN;true;
jaya;668132400438894594;I'm at Jaya 888 in New York, NY https://t.co/klBHvnERPF https://t.co/AjL0JigebT;true;
bodega negra;667880165230247937;TGIF. #newyork #foodie #friday #tgif #thequeen #royal @ Bodega Negra at Dream Downtown https://t.co/4aDmowp8Mn;true;
bodega negra;669553113204813825;Don Huevo. #nyc #foodie #foodporn #latergram #dessert #instaworthy @ Bodega Negra at Dream Downtown https://t.co/v1hXISh2Dc;true;
bodega negra;667848321931812866;Great shot of our #Friendsgiving pig roast @bodeganegranyc a few weeks ago ?? the jalapeño cornbread… https://t.co/HxEr3iKgIS;true;
cotto;668202236707782656;I going for Cotto tonight for all the Puerto Ricans Mamis out there ??;false;
cotto;667449009334820865;ROC NATION SPORTS & MIGUEL COTTO PROMOTIONS PRESENT   WILFREDO VAZQUEZ JR. VS. RAFAEL RIVERA ON DECEMBER 5, 2015 AT OSCEOLA HERITAGE PARK;false;
cotto;667746912175525888;I dislike Miguel Cotto for various of reasons besides him being bori . I can't stand him cause he looks like this guy I dated;false;
cotto;667368651599781892;Watching Cotto vs Ricardo Torres;false;
cotto;668228948162183168;#DanRooneys @ #EmpireCityCasino is 1 of many spots hosting #Cotto #Canelo #fight!  #914 #Yonkers #Westchester #NY  • https://t.co/x5MImNHQbJ;false;
cotto;668291292779159552;#Cotto take your headphones off when the #NationalAnthem is being sung! #Disrespectful #allamerican #letsgoMexico #TeamCanelo;false;
cotto;667486344726233089;#Repost espn with repostapp ??? Middleweight champion Miguel Cotto makes the second defense of his… https://t.co/uoSqSrM11a;true;
cotto;668297078427287552;its doors for cotto bye bye papa;false;
cotto;668299184659939328;Really competitive round 6.  Thought Cotto took it despite Lampley and HBO's propaganda.  4-2 Cotto;false;
cotto;668307835646836736;The thing about it is that Cotto was throwing GOOD punches , but Canelo know how to block GOOD.;false;
risotteria;669797458516537344;#ITALIAN #RISOTTO in #MANHATTAN? RISOTTERIA #MELOTTI NYC @risotteriam  #glutenfree #healty #italiancuisine #italian https://t.co/UfMiqKM9fU;false;
lupa;668769321930334208;@ellyzainal tu lah lupa daratan. ingat asal usul kita  ! hahaha;false;
lupa;667319027300102144;Juskolord! ??? bumaba sa lupa ang Dyosa! ? love you so much @ylona_garcia https://t.co/pUCQDG4l3m;false;
ruby tuesday;667892695042494464;Great people, great Company thanks for the moment #Raydal & #Corey @ Ruby Tuesday Times Square https://t.co/nngDfgu0vQ;true;
ruby tuesday;669518727331848193;Bisogna iniziare bene la lunga giornata ?? (at @RubyTuesday in New York, NY w/ @pay771) https://t.co/7eh0vNdNY0 https://t.co/Kcrv25uw0T;true;
ruby tuesday;667854975217901569;NYC has like zero public bathrooms. So yes, I will walk into a Ruby Tuesday and act like meeting my friends;false;
ruby tuesday;667470547543064576;@toddyrockstar come to my job for dinner! Ask for JT!!!! #RubyTuesday #TimesSquare #BiggestFan #BestFoodEver;true;
ruby tuesday;668544017215463425;No filter, wish the sky looked like this every night? @ Ruby Tuesday of Farmingdale https://t.co/SrMMFH1hty;true;
ruby tuesday;669654282443038720;Drinking a Samuel Adams Winter Lager by @SamuelAdamsBeer at @rubytuesday — https://t.co/1zwGCFExZB;true;
ruby tuesday;669703342721998849;Will never eat @rubytuesday again, found a hair in my food and the manger refused to do anythig about it #PoorService #PoorFoodHygiene;false;
ruby tuesday;669335313391722496;I'm at @RubyTuesday in New York, NY https://t.co/gkiMlv4liH https://t.co/zcMfULfNTv;true;
ruby tuesday;667860328819113984;Hanging out ???? @ Ruby Tuesday Times Square https://t.co/cWuwTeE8YC;true;
tang;668337104729079808;It's not techno if there aren't 30 million people onstage like a wu tang show;false;
tang;667844845713670144;@che Meanwhile in New York City, I’m at a coffee shop bobbing my head listening to Wu Tang Clan. :) https://t.co/SL3RTgyt2i;false;
tang;668179889892257792;Wu Tang is for the children. #skiing #helmet @ Bob's Sports Chalet https://t.co/bRmkyZ1hFe;true;
tang;668476794580901888;Pootie Tang off the wakeup;false;
tang;668994469765783552;Tyrod Taylor looks like Pootie Tang in a football helmet.;false;
tang;669740328992309250;Last year the night before thanksgiving I made some moves too .. I hit hard like a Wu Tang song;false;
tang;668229463147225089;Everyone trashes UGod cause he's considered the worst Wu Tang rapper, but his album Golden Arms Redemption is pretty solid not gonna lie ??;false;
tang;669613321201410048;@bbspitta Wu Tang did a bang up job on that film.;false;
tang;669699324146774016;??? (at North Point) (@ Cha Chan Tang ??? in New York, NY) https://t.co/ErTFczOBH2 https://t.co/o6OoQaqxO8;true;
tang;667372967412789248;@VisPorter the diplomats were easily our generations version of the Wu Tang clan. Would love an unreleased material project to drop;false;
capitale;668855751901859840;#Libia: inviato #ONU Kobler a #Roma, prima capitale dopo insediamento, vede, @PaoloGentiloni https://t.co/ITXGLmDZ78 https://t.co/13wzrl1Vw2;false;
capitale;667741968303300608;BOL's 7th Annual Inspire Gala. March 10, 2016 #savethedate #yogainschools #inspiregala ? @ Capitale NY https://t.co/3rk6vHfDt7;true;
the loop;669991538261266432;Someone toss me in the loop where are the best sales at tonight ? And cyber sales too;false;
the loop;668546544254062593;@DWave_17 had to turn your notifications on... Can't be out of the loop anymore;false;
the loop;669369054151471105;@paolasandiego Awwwwe I will see you all soon!! Hehehe maski layu oks kay on the loop gihapon kos inyong mga balita hahaha;false;
the loop;668918002369343490;@datarade its outta my category but we'll stay in the loop :), good stuff;false;
the loop;667848831522869248;I live in the BEST #city in the world. #theloop #centralpark #nyc #i??NYC #manhattan #ues #gotham… https://t.co/8G05Z9qPzW;true;
the loop;668775854537842689;@SenSchumer : if accurate that France & the USA are training Isis in guerrilla warfare  closing the loop hole shouldn't be  problem;false;
the loop;669713129966804992;@nevagonalose get ready for the loop ?;false;
the loop;669650315696840704;I'm completely out of the loop when it comes to new TV shows and movies. The lack of cable in my life is saddening;false;
the loop;669525367540043776;@JebBush Jeb, Have you ever seen the movie Adventures In Babysitting? Perhaps @arobach can help you define what The Loop really is? @POTUS;false;
the loop;667849865032892416;Looking west #sunset #theloop #centralpark #nyc #manhattan #gotham #pcd #iphoneonly #instagram… https://t.co/08UMSOkbLg;true;
yuca bar & restaurant;668091557208195072;Juevos rancheros. @ Yuca Bar & Restaurant https://t.co/n3TF9FUXfJ;true;
yuca bar & restaurant;668606665680363520;I'm at Yuca Bar & Restaurant in New York, NY https://t.co/ozDGZLhsRV;true;
yuca bar & restaurant;668117712099524608;I'm at Yuca Bar & Restaurant in New York, NY https://t.co/eEFYfDG5IX;true;
ward iii;667941555144015872;#beer @ Ward III https://t.co/MnhHf5ftil;true;
ward iii;667498018967523328;#workinhard when I'm hardly workin ' @ Ward III https://t.co/dJWIbshzHn;true;
ward iii;667942921392381952;#beer @ Ward III https://t.co/pdTyviyDea;true;
ward iii;669382900530421761;I'm at Ward III - @wardlll in New York, NY https://t.co/XGE4oWGmlW;true;
ward iii;667940931216125952;#beer @ Ward III https://t.co/6bKBtWHRzx;true;
ward iii;669027745196736512;Liquidation Monday!!! #laphroaig #balvenie #portcharlotte #liquidationmonday @ Ward III https://t.co/zBEAxOGceM;true;
ward iii;668964855152439296;Thanksgiving week is the loneliest #whiskymonday. @ Ward III https://t.co/jc5TdmB7hw;true;
ward iii;669026628215771139;It's Whisk(e)y Monday with Aberlour! #whiskymonday @ Ward III https://t.co/V6eaWbXN0S;true;
gasoline alley coffee;667723708702830592;I'm at Gasoline Alley Coffee - @gasolinealleyco in New York, NY w/ @miekd https://t.co/7nQ55pwEIU;true;
gasoline alley coffee;667320492882132992;Rescued from another morning of Starbucks!!!! Thank you baby Jesus! @ Gasoline Alley Coffee https://t.co/FRDaqVFs54;true;
smashburger;668244096595525632;We making it work #knicks #smashburger #datenight #prozingis #6 @… https://t.co/WC0WggDGyp;true;
smashburger;668211695014297600;Forget shakeshake! Aquí las hamburguesas son mejores!! (at @Smashburger in New York, NY) https://t.co/xHwqoR7cTK https://t.co/oXN88bxMmY;true;
smashburger;668145805031772160;@Smashburger you lost a customer today over #smashfries with #hotsauce... Not coming back.  Employees were rude.;false;
smashburger;667864025649164288;@Smashburger for dinner. Cheese fries were insanely good.;false;
smashburger;667797572497489920;#FamilyFirst #JosiahMoya #AngieMagali #LiamNathaniel @ Smashburger https://t.co/IhyRuVe3ZH;true;
lenwich;667337849088425984;I'm at Lenwich by Lenny's in New York, NY https://t.co/PuJgUUvFzu;true;
lenwich;668858401976373250;Sammich for lunch. (@ Lenwich in New York, NY) https://t.co/qLrTNWNzfS;true;
wave hill;668249652534370308;Today was fun cc: @WaveHill https://t.co/LZRBIYUVQa;false;
wave hill;669556738954272770;Pretty excited to finally check out @WaveHill on Saturday for my dad's birthday. Perfect fall post Thanksgiving family day. #28club;false;
wave hill;669543971492929536;Embracing the beauty of fall! #Fall #WaveHill #NYC #vsco #Colombia #Colorful #Sincelejo @ Wave Hill https://t.co/gKWOLA9FUi;true;
16 handles;667862827886100480;I'm at 16 Handles in New York, NY https://t.co/oZvJOwQY2D;true;
16 handles;668967698114740224;someone bring me to 16 handles I'll ?? u forever;false;
16 handles;668500378107924481;We waited all week to come try #gingerbread #sixteenhandles @ 16handles https://t.co/B84ia4l7WO;true;
16 handles;668868808568905728;@16Handles thank you!;false;
16 handles;668850845841256448;@16Handles east village. They never have 16 handles to choose from ??;false;
16 handles;668495436416708608;Went to @16Handles for chocolicious and rainbow cookies. There was no chocolicious or rainbow cookies #dayruined;false;
16 handles;667539384514822144;"We're on a tour to 16 handles but we have to stop at a few bars on the way." Lols thanks @MistaDude @soks_29;false;
angora;668950957351415808;#Polish #newspaper #angora #subway #nyc #newyorkcity @ New York, New York https://t.co/fnKVKJWMkp;true;
mediterraneo;668155279884840962;I'm at Mediterraneo in New York, NY https://t.co/JabcwYN8x1 https://t.co/Wo3PFFzBFR;true;
bedouin tent;668270972974276608;This place is still fantastic. (@ Bedouin Tent in Brooklyn, NY w/ @melissaburm) https://t.co/JeBEYpZWjw https://t.co/944GFTAEWX;true;
boss tweed's saloon;669544200199913473;I'm at Boss Tweed's Saloon in New York, NY w/ @ifanzito https://t.co/X12Ao7GAKf;true;
bunk sandwiches;668475733455544320;BROOKLYN BUNK SANDWICHES @bunksandwiches @tommyhabetz noahcable @ Brooklyn Williamsburg https://t.co/b5PlpvbSYi;true;
bunk sandwiches;668499372439662592;italian @bunksandwiches BROOKLYN @tommyhabetz noahcable @ Brooklyn Williamsburg https://t.co/vTg8tPU4hz;true;
filtered;669619797395693568;the actual Christopher Columbus statue at Columbus Circle filtered out to look like a painting… https://t.co/uZ1wpEt0bv;true;
filtered;669448630579953665;@myqkaplan   *Cute joke alert  E! airing a show where contestants discuss the best way to make filtered beverages. It's called Real-i-tea TV;false;
filtered;667571167289585664;I love when girls use the hashtag #NoFilter, yet they filtered their hair and make-up like a clown.;false;
filtered;668547813198950400;#skyporn not filtered @ Greenpoint, Bklyn https://t.co/CY3C129H3i;true;
filtered;668839989170556929;RIker & Asbury residents, check out filtered water spigots in your lounges! @DrewRHA #DrewU #BanTheBottle;false;
filtered;668662025837346818;Non filtered beauty #NYC #explore #travel #home @ Central Park https://t.co/jaUlexbe8Q;true;
filtered;668549441994006528;Note: none of these are filtered https://t.co/YTQ0MnDJoO;false;
filtered;667789785398960128;In this world, people don't pay for your ideas...the pay for the company pitching your filtered idea;false;
filtered;667413727772319745;just filtered my bagel on snapchat;false;
filtered;667384250472206336;I just could filtered this pic ? ^ steps @ the MET ?? #tbt @ The Metropolitan Museum of Art, New York https://t.co/JFz6OGzYrP;true;
the centurion lounge;667449071834148864;I'm at The Centurion Lounge LaGuardia in Flushing, NY https://t.co/JvVzj9NXh9;true;
the centurion lounge;668512126290538497;I'm at The Centurion Lounge LaGuardia in Flushing, NY https://t.co/86qhEEqlfE;true;
the avenue;667958693082853376;Late Night Shenanigans: On The Avenue #upperwestside #westendavenue #williamsworld #irvingberlin… https://t.co/iS0gIOuPN4;true;
the avenue;668101973615382528;Just posted a photo @ The Avenue Restaurant & Bar https://t.co/xv5mnzVoqy;true;
the avenue;669538237883486208;Playing at the Avenue today 6:30pm!;false;
the avenue;668102217925132288;Just posted a photo @ The Avenue Restaurant & Bar https://t.co/KnsgeNDsTQ;true;
xo;670149687811395584;Adding another one to my list of reasons why I'm loving November - this woman's birthday.  Sending you my love! Xo https://t.co/Yjw3z05eL6;false;
xo;669750626318991360;Happy birthday pretty?? xo @livvd22 https://t.co/EkhgbLhZzn;false;
xo;667595606546870272;NYC was amazing....Time to go see what Canada has to offer #XO #BBTMtour;false;
xo;669566994723831810;happy birthday pretty!! enjoy your day! xo ?? @Ashleycangro;false;
xo;668065453344993280;The weeknd on a weekday  #MSG #XO ? @ Madison Square Garden https://t.co/D8bgIjtfim;true;
xo;667357221215469568;Madness wit the G @rebellyus   THE FAMILY • XO @ Barclays Center https://t.co/6gqQ8zdx5y;true;
xo;667341884050776065;The First Graduates of Parker Charm! Love you. ???? XO Mommy and Daddy #tbt oililyusa #oilily #nyc… https://t.co/QhGnHLU7GG;true;
xo;669879684147109888;? Happy Thanksgiving! ? xo  #thankful #longisland #newyork #deerpark #thanksgiving  #spraytan… https://t.co/eJaHJVh4ps;true;
xo;667379506244681728;@cher hey queen look at our paint party xo ??????? https://t.co/8EtE4sbBLw;false;
xo;668843003319066624;@Ruthie_Davis F15 "Faithful" Sandal, now available at @mygregorys and @FredSegalSM! SHOP: https://t.co/bUf9hxdqtJ XO https://t.co/s9tM5flZGh;false;
balade;667923078614089728;Une belle balade sur le Ferry... #New-York #statenisland #ferry #beautifulday #sun #grateful @ Staten… https://t.co/MwaaOvThUz;true;
balade;669147437936844800;Nouveau vlog en ligne! Balade dans Williamsburg, dans l'Upper East Side... Et le 13 novembre ??  https://t.co/lKZnkfRrAH;false;
island taste restaurant;669412603068858368;Quiet Party @ Island Taste Restaurant & Lounge https://t.co/A9ZUDTzHSS;true;
madison square;669670993191763968;LETS GO RANGERS!!! ?? @ Madison Square Garden https://t.co/ROpGW8iiyc;true;
madison square;669344022591246336;#hashtagblessed #backtothefutureheartstour @ The Theater at Madison Square Garden https://t.co/YaxEBUEvEs;true;
madison square;669362686480773120;Shoutout to Lisa S. at #deltasky360club for carding me!!! #fabandforty ? @ Madison Square Garden https://t.co/u2p5ltm9t0;true;
madison square;669991064858697728;#homeview #autumn #nofilterneeded #happythankgiving ??? @ Madison Square Park https://t.co/9VPgcUXvGa;true;
madison square;668595109462589440;Great seats at MSG! #gobadgers? @ Madison Square Garden https://t.co/5tOHrwozSu;true;
madison square;669433472918921216;???? @ The Theatre At Madison Square Garden https://t.co/Jri8pToJmK;true;
madison square;670022806302683137;Classic Keith Haring artwork #NYC @ Madison Square Park https://t.co/6O952MvZiM;true;
madison square;668957385600339968;#letsgorangers #hockeylove #TreatYoself2015NYEdition #lovemyman jstutler86 @ Madison Square Garden https://t.co/BW5uew9ZUG;true;
madison square;669323676341444612;So nice I saw him twice! #steviewonder @ Madison Square Garden https://t.co/KkZo0L4p1t;true;
madison square;667549330040078337;You may be right.. i may be crazy!!! @ Madison Square Garden https://t.co/U05NIFXMqd;true;
taco mix usa;669639013880471552;Late lunch. Soooo hungry! (at @TacoMixUsa in New York, NY) https://t.co/90ZTt0iEgQ;true;
taco mix usa;669255826691989505;@TACOMIXUSA deliciosos;false;
essen;668942297212522497;@CuriousIgor @jrigerl igoorrr dann gibts gutes essen bei uns!!! :)));false;
the ten bells;667920644332351488;Back for seconds... @ The Ten Bells https://t.co/FHKzNbdKrc;true;
palm court;667772854935621634;Starting the day off right at #ThePlazaHotel ? #NYC ? @ Palm Court At The Plaza Hotel https://t.co/vmBgX39Mlh;true;
palm court;669602437976707072;'Tis the season ?? @ Palm Court At The Plaza Hotel https://t.co/rd76lOCCGz;true;
daniel;668270689795862528;I get to change my profile picture tomorrow and replace it with a new picture with Daniel vhguggh;false;
daniel;670135002470969344;How does one make sure they end up with a Mark Darcy and not a Daniel Cleaver...? #need2know @bridgetjoneshf;true;
daniel;669138586990747648;Words of wisdom for all leaders by Sergeant Major of the Army (SMA) Daniel DAILY!  https://t.co/4umuS2mGHh https://t.co/lpn4E23CHJ;false;
daniel;667764095635058688;REAL NYC APARTMENTS BY DANIEL WIRTH  https://t.co/5pWBgujx8A;false;
daniel;668283994979606528;@NaylaKodiak @RentonWhitetail Actually no Roger Moore was the first blond James Bond. Daniel Craig is the second.;false;
daniel;668524251486535680;@elonjames @bruinlover09 Wishenpoof is sexist crap. Caillou is mean. Daniel Tiger and Team Umizoomi are great. Can't wait to hear your takes;false;
daniel;669682584545337344;@WWE I liked Roman Reigns better when he was Daniel Bryan #LetsUseTheSameStorylinesOverandOver;false;
daniel;668927551591415808;it breaks my heart when daniel is sick :(;false;
daniel;667562199255269376;#MANDATE @MichaeLinden @ Restaurant Daniel https://t.co/P4fqslYkcW;true;
daniel;668059110965911552;I'm very grateful she answered my questions about him. Still, how come KA mentions Peter when he leaves but not Daniel when he left?;false;
asian fusion;669686273297285120;Pre thanksgiving dinner! Hibachi steakhouse got to love it! @ Tony's Asian Fusion https://t.co/xR0Jo1SgMT;true;
good stuff diner;668949020052705280;I'm at Good Stuff Diner in New York, NY https://t.co/xUOiJtS8I4;true;
metropolitan opera;667349845997453312;Tosca | Giacomo Puccini @ The Metropolitan Opera https://t.co/vnBZWLNN6Y;true;
metropolitan opera;669896670193328128;Chocolate Soufflé from @thegrandtier restaurant in The Metropolitan Opera #opera #dinnerattheopera… https://t.co/tDWIHOWczb;true;
metropolitan opera;668111013066227716;Lulu (@ The Metropolitan Opera - @metopera in New York, NY) https://t.co/MbJ7qHYkI9;true;
metropolitan opera;669347738916536320;On the seat in front of me @metopera @ The Metropolitan Opera https://t.co/DirA6Wa1Bq;true;
metropolitan opera;667579533340614656;A night at the opera.  #newyorkcity #citylife #citylights #metropolitanopera #lincolncenter #bynight… https://t.co/yEmw6zzS61;true;
metropolitan opera;668301732607324160;And back she fell in love with #newyork ?? #themetopera #tosca #nyc @ The Metropolitan Opera https://t.co/jr1hUVEg2i;true;
metropolitan opera;667533505291685888;Verdi on a rainy night! #verdi #rigoletto #metopera @ The Metropolitan Opera https://t.co/eBto0OcNcn;true;
metropolitan opera;669717951189266432;The amazing Metropolitan Opera House @LincolnCenter @NewYorkcom #nyc #opera #lincolncenter @MetOpera https://t.co/XbvgQiH2K2;false;
metropolitan opera;668119857154650113;Just posted a photo @ The Metropolitan Opera https://t.co/Afr5KzxDcO;true;
metropolitan opera;668121929660805120;#mydream #vacation @ The Metropolitan Opera https://t.co/f7vAN3BQlx;true;
mizu;667871342289485824;Steele Color by Me Haircut by razorforhire @mizunyc mariapphoto #steele #goldwell #iamgoldwell #nyc… https://t.co/NQTDd6oObw;true;
mizu;667836389317320704;#Mizu #undulating #shelfstorage #modern #alicjaprussakowska #OperatoneDesignStudio https://t.co/TYU0FeHjnv;false;
mizu;667854068853940224;I'm at mizu new york salon - @mizunyc in New York, NY https://t.co/pJCMFd04it;true;
mizu;669341467257663488;Painting #melissagarnercolor @mizunyc #iamgoldwell #goldwell #hairpainting #balayage #babylights… https://t.co/OVCzuRsEQ3;true;
therapy wine bar;668208233425854464;I'm at Therapy Wine Bar in Brooklyn, NY w/ @natetothestage https://t.co/4yPYb6NSmB;true;
juniper;667379691771322368;@prophotosupply event Enhancing the Printing Experience with @CanonProPrints- get your free prints on #Juniper  https://t.co/Iw4OvsZfJS;false;
juniper;667819494450950144;Pregame eats. (@ Juniper in New York, NY) https://t.co/6xHAZJK52v;true;
juniper;668511589893611521;I'm at Juniper in Brooklyn, NY https://t.co/Vkca5wduug;true;
juniper;669917231275446272;The annual holiday text I look forward to every year >>> #mvup #juniper #neverfails https://t.co/9Ccn0anxgg;false;
juniper;669715873423343616;11.25 || 5 of 7 -- Chicken Sandwich @ Juniper Brooklyn https://t.co/85TjHBwlKh;true;
juniper;669493660854153216;What I wake up to every morning - this face, this close to my face. #Juniper @ Astoria, New York https://t.co/9lyPsUutD4;true;
a voce;669933892879654912;The view from my office... No big.. ?? #thanksgivingparade #nyc #truecooks @ A Voce https://t.co/swKuVJECI5;true;
passage;667443750965243904;Huh?! One passage of the Bible being true does not mean it is all accurate. One passage being false does not make it all false.  @CheekyGent;false;
passage;668818382381301760;@Aelkus What's a good Marx passage on this, by the way? Feeling masochistic this Monday morning.;false;
passage;668196191872659456;Un passage impressionnant à Ground Zero #neverforget #911  https://t.co/L7CgGcyBC8;true;
passage;668156392688238593;Souvenir de notre passage à la grande pomme. ?? #America #Travel #NewYork #BigApple #Life @ New York,… https://t.co/bn7SCGhohs;true;
passage;669192539648446464;#Migrants on Greece’s border blocked rail traffic & demanded passage to western Europe, stranded by migrant filtering policy in the #Balkans;false;
passage;667356757749010432;@convoice Please stop as you appear completely clueless that the passage concerns "the nations of the world." #Matthew2535 @redsteeze;false;
