diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
the buffet;667573384050528256;#NowPlaying #4LoversOnly??       R. Kelly "I Can't Sleep Baby (If I)"     Pre-Order The Buffet (Deluxe Version)  https://t.co/O7UYJIJV3I;false;
the buffet;669621805192187905;@Pouyalilpou what's good with the buffet boys x bEASTCOAST Collab;false;
the buffet;667757205442199554;Lastnight @rkelly #jimmyfallonshow amazing performance???..   #TourLife #TheBuffet drops Dec11th @… https://t.co/XE2D8wCXep;true;
the buffet;669668459341594624;Lmao can't believe I almost just fought in the buffet with the waitress ??? what a wonderful day at Foxwoods;false;
the buffet;667305653296205826;Alarm went off just as I got to the end of the buffet line in my dream. Fucking tease.;false;
the buffet;669566619035836417;Bringing home some soul food from the buffet ??;false;
cafeteria;669331631635730433;Dinner, life & music talk with my girl @kattrockell ??????? @ Cafeteria Restaurant https://t.co/cNs4as4976;true;
cafeteria;668981063880953856;I'm at Spellman Cafeteria in Riverdale, NY https://t.co/hDpmxhjJhy;true;
cafeteria;669165388375064576;The #christmastree is setup in the cafeteria all ready for the season. #event #holiday #christmas… https://t.co/OCf3qBzZNf;true;
cafeteria;668595977998041088;??? @ Cafeteria Restaurant https://t.co/z3E8z0YPwV;true;
cafeteria;669655246940069888;City College don't really care about they students. How you close the library and the cafeteria at the same time?;false;
cafeteria;667320965316022272;I the cleaning and cafeteria staff at pratt are the most amazing people to talk to ngl ???? they high key dnt giv a a f.;false;
cafeteria;667537173823008772;So someone left a bunch of composition notebooks in the cafeteria so I guess I don't need to buy books for next semester~;false;
cafeteria;668999780081750016;Big thanks to our friends @CAFETERIAnyc for the scrumptious desserts--don't  want to think about # of calories ??TJ https://t.co/RQDnS3RGQ6;false;
cafeteria;667527131375775745;@schug_dennis @kemnitzer3 cafeteria fries?;false;
cafeteria;667378453231091712;We are hanging out at the @AmericanExpress cafeteria @BrookfieldPLNY till 2 today! Last day here until after thanksgiving! #getitwhileyoucan;false;
e savoy;669344288921231360;They made big Sean a golden girl ?? make you way over to Esavoy for #_2dollartuesdays doors open… https://t.co/2EVjPRG7MU;true;
e savoy;669144350916485120;Tomorrow we got sooooo many things going on at Esavoy Lounge !!   1. We start our Holiday Coat &… https://t.co/psKojIeExQ;true;
e savoy;669358641917505537;#THEBLACKOUT all Black Affair BlackFriday @ Esavoy Lounge?? Music By ohdinero djsirmanny @djpaniic @… https://t.co/A5EkvleoyT;true;
e savoy;669309896991469568;AFTERWORK WEDNESDAY'S   • 8pm - 3am   Esavoy Lounge  2192 Flatbush ave Brooklyn NY  EVERYBODY FREE… https://t.co/7p16A9zIPn;true;
e savoy;669319436948471808;Tomorrow we got sooooo many things going on at Esavoy Lounge !! 1. We start our Holiday Coat & Canned… https://t.co/foA8EfPwa5;true;
e savoy;669522798998614016;This is pretty accurate... Oh & %93.4 of them mad pussy too !! @ The New Esavoy Lounge https://t.co/CbRNGyfwdi;true;
e savoy;670144609763266560;VIBESSSSSSSS @ The New Esavoy Lounge https://t.co/T9Xdi5Oi7i;true;
e savoy;669420388401696768;We still going #_2DollarTuesdays 2192 Flatbush avenue @ The New Esavoy Lounge https://t.co/R5aEDaRFuS;true;
e savoy;669309793945845761;AFTERWORK WEDNESDAY'S   • 8pm - 3am   Esavoy Lounge  2192 Flatbush ave Brooklyn NY  EVERYBODY FREE… https://t.co/TtilR0z4ub;true;
e savoy;669268913079918596;AFTERWORK WEDNESDAY'S   • 8pm - 3am   Esavoy Lounge  2192 Flatbush ave Brooklyn NY  EVERYBODY FREE… https://t.co/d7GkQg7DDy;true;
wilson's;667794016264699904;Following Protests, Princeton May Remove Woodrow Wilson's Name From School Buildings https://t.co/9Y5CTPKiWP https://t.co/J1wBCrYZ5d;false;
wilson's;667684440659787776;Princeton U to mull dropping Woodrow Wilson's name in racism row https://t.co/dqTyAAvXOR via Reuters - insane, lets revise US history 4 PC?;false;
wilson's;667439492429709312;@LornestoToledo @grossdm @jbouie the thing about Wilson's racism is that it was retrograde *in his own time*.;false;
wilson's;667462141700648960;Orlando Wilson's New Blog!! Thoughts and articles on #security, counter-#terrorism, #firearms & life in general!! @ https://t.co/woOyqL4VcU;false;
wilson's;669906492594737153;Orlando Wilson's New Blog Thoughts  and articles on #security, counter-#terrorism, #firearms & #life in general!! @ https://t.co/woOyqL4VcU;false;
wilson's;667658712614641664;Students Want Woodrow Wilson's Name Removed From Princeton https://t.co/46T5wQRs2I;false;
sweet revenge;669712703196422144;@Cheriemisfit I will randomly throw on three cheers for sweet revenge and have a flashback to '04;false;
sweet revenge;669626027681972224;Pre-Thanksgiving cupcake celebration. @ Sweet Revenge https://t.co/NtEk9e0lDM;true;
the gate;670210610102145024;@realDonaldTrump - Disabled Journalist. Right out the gate 10 AM, 770 AM/WABC. I'm in for Geraldo Today #Trump2016 https://t.co/GtFiixoubS;false;
the gate;667503090510274560;Slightly concerned that my @TimeOutNewYork colleagues put this piece live while I was at the gate at JFK: https://t.co/b7Bc4glHVM;false;
the gate;669646144809619456;BIG START FOR THEM TONIGHT.... I BELEVE THEY WILL COME OUT OF THE GATE FLYING........ THEY KNOW THEY HAVE TO BEAT THIS TEAM ...#isles;false;
the gate;668184187300659201;@united Fantastic service as usual. The gate agents at LGA actually FORGOT there was a 5pm flight to CLE. Stellar.;false;
the gate;668581030975184896;Left #NCTE15 arrived in JFK to VIP treatment at the gate, riding in style from the gate #g2great https://t.co/JxwJOeSpx6;false;
the gate;670243647972077568;"As I walked out the door toward the gate that would lead to my freedom, I knew if I didn't leave my… https://t.co/KUY6Bok6YI;true;
the gate;668805572561666048;You can always tell when there's a late pax for a flt by the tone the gate agents use when annoucing final boarding. #crewlife;false;
the gate;669608696889147392;.@NJTRANSIT_NEC @NJTRANSIT caused a dangerous pushing condition at the gate at NYP by cancelling 3937;false;
the gate;668265257614319616;I will build my church the gate of hell shall not prevail https://t.co/nYA1eVJU0K;false;
the gate;668079225040162816;A few of our ebcconnects crew at the gate waiting to board for South… https://t.co/qz6TCnqKYx;true;
ramen lab;668623676099715072;@laurent_fintoni Mu In LIC is real good. Ramen Lab got an Italian Ramen chef guesting next week (uses olive oil!!!);false;
ramen lab;667721655255506945;Miso calienté ??? #instafood #nyceats #ramen #food #nycfood #nyc @ Ramen Lab https://t.co/CK9zsgL24H;true;
hom;669565256390320131;@Omri_Aloni if movies/sponsorships fall apart, guess she'll fight again. She cant beat Hom hut she will csh a huge check;false;
hom;668866874327830529;Homework  Homewor Homewo Homew Home Hom Ho H Ha Hat Hate;false;
hom;669570461056049152;HOW HAS HE NOT COOKED HOM YET https://t.co/8jW3aW3aOw;false;
hom;668675072811511808;@TheLeeGreenwood hi le did the kids make it hom ok? haven't heard from you at all. pat in ct;false;
disfruta;670120324810280964;@pabloalboran Disfruta y sé muy feliz, lo mereces tanto!!! Te prometo que aquí estaré cuando decidas regresar. #TeEsperoMoreno  Te Quiero??;false;
disfruta;669355601307287553;@inesitaterrible ni le pares!! disfruta y mas nada.....;false;
disfruta;668425711066210304;@paochaljub Buenos Días, Pao! Mientras tanto, disfruta de este hermoso domingo. Abrazos y bendiciones para ti y tus polluelos.;false;
disfruta;669115604683636736;@VenenoSandoval Feliz cumpleaños disfruta tu dia especial con las personas que amas y qué Díos te bendiga siempre;false;
disfruta;668888946433200129;@christophervele Feliz Cumpleaños, disfruta este dia Muchas Bendiciones. No se Olviden de Votar #LaBandaChristhoper ?;false;
disfruta;667732711314853889;@ImJotDv Feliz cumpleaños señotito, disfruta ??;false;
disfruta;669921768803573760;Happy Thanksgiving a mis estudiantes! Disfruta el dia!? https://t.co/DOGaDQpk9i;false;
disfruta;667426258096140288;@pabloalboran Te Quiero, siempre te pienso y hoy más que nunca mi corazón está contigo. Disfruta y recuerda eres y serás siempre my number 1;false;
disfruta;669222422390833152;Que te consienten mucho y recibas mucho amor disfruta de tu dia "@Aylin_Mujica Gracias mi AMOR !! Te Amo https://t.co/OFaHvQKjSP "";false;
miss lily's 7a;667858733276483589;Tonight ??? @misslilyschat 7A #SelectVibes @ Miss Lily's 7A https://t.co/OIkDIVN4bQ;true;
miss lily's 7a;667552862738731008;I'm at Miss Lily's 7A - @misslilyschat in New York, NY w/ @mosquetir https://t.co/lmqQUcuDlo;true;
miss lily's 7a;668276332451799040;I'm at Miss Lily's 7A - @misslilyschat in New York, NY https://t.co/4m2bvh4HhB;true;
arriba arriba;667883141588197377;Good food and drinks! @ Arriba Arriba Midtown https://t.co/3SgN65bfwj;true;
tompkins square bagels;670259026077220864;Our view, sitting on the park bench with a #tompkinssquarebagels bagel brunch ~ Happy American… https://t.co/QAz9M9c5m7;true;
tompkins square bagels;669514323547549697;I'm at Tompkins Square Bagels - @tsbagels in New York, NY https://t.co/VAkY7k9UxS;true;
tompkins square bagels;669272760762376192;Bagels from the other day ? @ Tompkins Square Bagels https://t.co/SbVmFMZMxY;true;
tompkins square bagels;668162744353472516;Must get The Moo at @tsbagels ??????? #tompkinssquarebagels @ Tompkins Square Bagels https://t.co/Gxao75QsSG;true;
tompkins square bagels;668162436365721600;I'm at Tompkins Square Bagels - @tsbagels in New York, NY https://t.co/tmii7N5NE9;true;
oso;668640754420576256;@oskardaza jaja que oso amor;false;
oso;668171451032346624;Joined oSO thanks @oSOWaVeYyRyFry for this chance;false;
oso;669298307802402817;Aqui con el oso ted y el oso yogui vallejordy ??? @ Bronx, New York https://t.co/hMwGnmRGku;true;
oso;668818072447401984;@thejazzjune Hop Along, Oso Oso, Mineral Girls;false;
pil pil;667820584605093888;Sangria a $3.00 y pues... (@ Pil Pil in New York, NY) https://t.co/uiCJtzZsUp;true;
playground;668424961158201345;#Friday #night #fun at the #playground w/ @petermonkmusic & @djmrfamousnyc ? #dj #writer #producer… https://t.co/2ebaEMLLc7;true;
playground;668495850792951809;Its the Only one i have ?? @ Slattery Playground https://t.co/CYBXtBOv8K;true;
playground;668553992566349824;Just one of our clients today at @kenfosterwrites's Community Dog Day at Bathgate Playground in the… https://t.co/05dvzTmwk2;true;
playground;668541874911764480;Central park playground #lovemyfamily @ Central Park West @ 97th Street ~ NYC https://t.co/DMpIQv9vnm;true;
playground;670262206521544704;I'm at Matthews-Palmer Playground - @nycparks in New York, NY https://t.co/HwzKAcS6NW;true;
playground;667429388229693440;Street photos with my son. ?: @jstain17 @ Manhattan Square Park Playground https://t.co/ZTNOe3QxoV;true;
playground;668100711939485697;Kate swinging #bronxville #swings #playground @ Bronxville Elementery/Middle/High School https://t.co/1X6X9Dq8yi;true;
playground;670045396333367297;Happy thanksgiving. #familyovereverything @ Watson Gleason Playground https://t.co/gqaMhZcoaN;true;
playground;668604466086682624;The amount of effort to make this made it all very much so worth it @ Bleecker Playground https://t.co/TMWoPHoaRF;true;
playground;669237210269380608;Sometimes it feels like this..lol.. @ Martin Luther King Playground https://t.co/hFRnsZXYJI;true;
little pie company;669254634691813381;With 10 items on the menu for thanksgiving, I needed help for dessert #littlepiecompany #thanksgiving… https://t.co/wz6qV79wzj;true;
peter dillon's;667833276489318400;I'm at Peter Dillon's Pub - @peterdillonsnyc in New York, NY https://t.co/6qk856k9m4;true;
zinc;669258131986247680;after changing my major twice: @ Zinc Bar https://t.co/5MMwaigTgt;true;
zinc;668918524102864896;Bob Perelman at the Zinc, Segue series, this afternoon chompaway @ Zinc Bar https://t.co/FfHIVWkuAA;true;
zinc;667858397962878977;@Tundra_Frost @KihuBlue he beat me to it;false;
zinc;669595528095801345;Wait hold on: Jarden, built by Martin Franklin, sells the US mint its zinc and lobbies to keep penny in circulation? https://t.co/PLLnQgE6kD;false;
zinc;668291549814497280;The zinc lozenge is really killing the taste of this wonton soup. Meh.;false;
zinc;667919664694063104;Zinc Bar round two!  Singing with Jack Jeffers and the NY Classics Jazz Orchestra!! @ Zinc Bar https://t.co/5vzWtyOFYu;true;
zinc;668918435846316032;Elizabeth Workman reading at Segue at The Zinc chompaway @ Zinc Bar https://t.co/QhFIEtn1M2;true;
zinc;667925633880707072;The amazing jazz pianist Esther Blue. Together at zinc!! @ Zinc Bar https://t.co/9FI4PiyUAM;true;
zinc;667300904836599808;@LoriStokes7 Lori, go get Elderberry Extract w / Echinecea & Astragalus and Zinc @ health food store.  You'll feel better in no time!;false;
zinc;669072741581082628;si c'est pas génial ça j'toucherais 800€ par mois tu vois, sans travailler et ceux toute ma vie la belle vie le zinc !;false;
flip;668933217970470913;"Earth not due for a geomagnetic flip in the near future, researchers show," good as I keep my stuff on Earth. https://t.co/28BTUBb87Z;false;
flip;667551733942456321;@yikesks @deja1422 @MishaMishaps @bannerite @grammy4lphhl She flip flops between RW tweets and lib tweets. Probably just grabbing followers.;false;
flip;667408098018070528;Starting December 3rd we are hosting College Nights with Beer Pong and Flip Cup contest @solacebar1… https://t.co/GAPQukNYyl;true;
flip;667379547353038849;im going to flip the fuck out in .2 seconds;false;
flip;669671149224206337;Your girlfriend does tuck no's. My girlfriend can flip whip.;false;
flip;669200626342043649;If this girl says rad one more time I'm gonna flip this table;false;
flip;670054678915362816;I don't care if it's thanksgiving I'm going to flip my shit if I can't find my ll bean slippers;false;
flip;669919640487927810;I'm thankful for the fact that I didn't have to wear flip flops in my shower this morning;false;
flip;668630694176890880;she really did a front flip down a flight of stairs like??? what did you think was gonna happen lmfao;false;
flip;668194954464927744;Gonna flip Tf out if I'm late to work ?;false;
cup;667481529589882880;Drank In My Cup reminds me of freshman year and I'm sad;false;
cup;667776042287935488;this new snapchat is just not my cup of tea;false;
cup;669525774584709120;@_prince_philly_  HA! Usually filled with broccoli rabe and a half cup of olive oil!;false;
cup;668053292098977792;T-14.5 hours to check-in, ladies & gents. T-16 hours til we get this party started!  #wewantthecup #gottahavethatcup #OhioBound #OhiosRED;false;
cup;667408098018070528;Starting December 3rd we are hosting College Nights with Beer Pong and Flip Cup contest @solacebar1… https://t.co/GAPQukNYyl;true;
cup;670021169307852801;Wozniacki destroyed Serena and will be dangerous in 2016, just like what happened with Eugenie when she did the same in Hopman Cup Slam;false;
cup;667550657344311296;@Wartles hey i want a stanley cup. nothing wrong with expecting a lot from a cup contender.;false;
cup;667756624170328064;@loopy141 things are great! And Alice's Tea Cup is the best! I hope things are wonderful in the UK!;false;
cup;669861303641485312;Manchester United v Ajax 29/9/76 UEFA Cup R1 https://t.co/yZeRg2qYN6 https://t.co/xvCceUMZIw;true;
cup;667366398944010240;white roses x red cup bux.. #myfavoritethings #insideR29 @ Refinery29 New York https://t.co/P0g1iAHVmn;true;
calico jacks;669301612834193409;It's goin' down!! #calicojacksnyc @ Calico Jack's Cantina https://t.co/l8E4JCJEqX;true;
calico jacks;668921366666571776;#BillsMafia unite! #MNF goes down tonight at 8:30pm!! #calicojacksnyc @ Calico Jack's Cantina https://t.co/OXBWKfyFZA;true;
calico jacks;669228547505000448;I'm at Calico Jack's Cantina - @calicojacksnyc in New York, NY https://t.co/txKE1DaP5T;true;
calico jacks;667841693404803074;I'm at Calico Jack's Cantina - @calicojacksnyc in New York, NY https://t.co/d8uG4Bbgxy;true;
rolf's german restaurant;668571032144494596;I'm at Rolf's German Restaurant in New York, NY https://t.co/3PIUWcMq9t;true;
mountain;668105227711684610;Berry Lime Mountain Dew is actually not bad;false;
mountain;667584930235424768;Road snaking through #Liuba mountain in China from the @TheEconomist https://t.co/x0HZJkUBXY;false;
mountain;669189388039884800;Just posted a photo @ Black Mountain (Washington County, New York) https://t.co/mU6nh7ADQs;true;
mountain;668278821532114944;???? @ Bear Mountain Ice Rink https://t.co/gQMCBXGYFv;true;
mountain;668651194433314816;on a mountain peak  https://t.co/xcIMrvJZ29;false;
mountain;667773847186337793;Gorgeous, crisp Fall day at Mohonk Mountain House. Nature at its finest. #FallForMohonk #NewPaltz… https://t.co/grFzaXEJJz;true;
mountain;669157287253180417;@CNN mountain terrorists hiding on mountain shoot unarmed Russian pilot. Russia should level the mountain in retaliation first.;false;
mountain;668613204206092288;A beautiful for day for a photoshoot! @ Bear Mountain State Park https://t.co/CMdU5liw6X;true;
mountain;668604974968913920;#birthday#dinner #1 last night with the #family ????? @ Bear Mountain Inn https://t.co/DHy9WvOuxO;true;
mountain;668156254234222592;Burning #incense in a village in Bhutan as an offering to a mountain goddess https://t.co/ZP6uDx7v2n https://t.co/vzlQC9joJM;false;
bar 360;667463404475559937;What are your #NewYearsEve plans?!? Countdown to the #NewYear @ #Bar360 with @12xlive & @djlodato #NYE #Party https://t.co/jdrSieP12V;false;
better being;670057507310739456;@WindulloJesus @Vcvca_ @Christiina666 im good honestly  better being a young free-minded kid than some purposeless adult with a dry mouth;false;
better being;667913413880905732;I feel better being the guy on his phone drinking beer when another guy is doing the same;false;
il posto accanto;669948554786422784;Holiday Greeting's  Happy ???? Day!!!! IL BAGATTO TO GO & IL POSTO ACCANTO , will be closed… https://t.co/f9slb1nxc8;true;
bakery;667399682084241408;I read that the black and white cookie was good here.  So I came. (@ Chelsea Deli & Bakery in New York, NY) https://t.co/NIEJloFkb7;true;
bakery;667720406749609984;I'm at Fuji Bakery in New York, NY https://t.co/O9Ms3Us48N;true;
bakery;668788758720995328;I need coffee (@ Takahachi Bakery in New York, NY) https://t.co/oJNKnRGpSy;true;
bakery;669484365169205248;Cronut!!! Se merece la fama es fantástico ?? @ Dominique Ansel Bakery https://t.co/mNM2c0UecK;true;
bakery;669956556847521792;The bakery is sold out of pies ? now what am I supposed to bring to this party? A box of zebra cakes?;false;
bakery;669608237323407360;Yoooo My uncle's muffins are better than Costco's! #muffin #bakery @ Glendale Bakeshop & Cafe https://t.co/cmoeB6NlOk;true;
bakery;668531699777716225;?? (@ Magnolia Bakery in New York, NY) https://t.co/K5ZyVN52vX;true;
bakery;668480221234900993;??5? @ Bakery hny https://t.co/1y7gFwEOEi;true;
bakery;669123258751590400;6:30 am, standing in line for a cronut ? @ Dominique Ansel Bakery https://t.co/zV3HUDJn0Y;true;
bakery;667358767672070144;There's a magnolias bakery here now??? Omggggg #dead (@ New York Penn Station in New York, NY) https://t.co/DymXcVZ6QM;true;
prime meats;669600057348501504;Lots of fun magnum BTG pours tomorrow @PrimeMeats for #Thanksgiving - come stop @ the bar for a glass! https://t.co/rWggoikgah;false;
prime meats;670018899153428480;Happy Thanksgiving! (at @PrimeMeats in Brooklyn, NY) https://t.co/JwhtkuL1tA;true;
prime meats;667879989518422016;Stop 2. Beer and mocktail - Drinking a Milk Stout Nitro by @LeftHandBrewing at @primemeats  — https://t.co/JDQ3ljX6lr #photo;true;
prime meats;667843639805104128;Afternoon treats in #Brooklyn @ Prime Meats https://t.co/MupkobQLUX;true;
prime meats;668187793722580992;Not blurry. Mags of '13 Mee Godard Morgon Corcelette BTG @PrimeMeats tonight! Get at it. https://t.co/1x1guYPwG5;false;
prime meats;670049779389435904;Our first thanksgiving at a restaurant, just us ???? @ Prime Meats https://t.co/EAYiX4UGKh;true;
prime meats;669928973212721153;How new #moms make turkey.... #happythanksgiving! ? @ Prime Meats https://t.co/emh6jOKvbU;true;
tisserie;668213743982125056;So pretty! #Basic #Tisserie @ Tisserie https://t.co/ZW4gzBa0pF;true;
tisserie;669226986754187268;I'm at @Tisserie in New York, NY https://t.co/gXiOA3y6Tv;true;
tisserie;668896454497443840;I'm at @Tisserie in New York, NY https://t.co/BeGiesM0hi;true;
mana;670265205935443969;Persoalannya sekarang. Kat mana badan dengan kaki kerajaan ? Asik2 kakitangan je.;false;
mana;667294545835528192;@LanaMichael mana ni? Sutera Harbour?;false;
mana;667275553355882496;go google Ridzwan Sulaiman. apparently this Kiram funder was very close with umno leaders. mana menteri masa tu? https://t.co/ZSHYlpwJx1;false;
mana;668771276518006784;Ha burung hantu mana suka share gambor makanan kat insta tu ! Tukar avatar ni cepat !!  #internetburunghantu https://t.co/wN6s4svyZ0;false;
mana;667530715618217984;I be jamming out to Mana ??;false;
mana;667904709152391168;saudade de vc mana @Anitta;false;
mana;667533172146626560;La mejor manera de terminar su presentación! Me encanto! ??#LatinosUnidos #LatinGRAMMY #Mana #TigresDelNorte @manaoficial @Univision;false;
mana;669332062797733888;Ini Breakfast ku. Mana punyamu ? @ Home Sweet Home https://t.co/hNzaCy0RoX;true;
mana;669592559233179650;When your opponent tapped all their blue sources of mana and your full combo is ready to go next turn and win. #MTG https://t.co/mBa8jGUnn0;false;
mana;669595363427409921;When they start tapping mana during your turn only to realize they can't do what they're thinking. #MTG #MTGO https://t.co/XhyT8dGYXF;false;
crystal lounge;668296079641812992;looking like ladies night at nyccrystallounge.  make ur way no cover charge all night. @ Crystal Lounge https://t.co/kTj3kSf674;true;
crystal lounge;667963135748399105;playboyswag this track tho #cantevencallit @ Crystal Lounge https://t.co/sIDh6iP2j2;true;
crystal lounge;670034434784104448;TONIGHT COME TURN UP WIT ME AT nyccrystallounge 25-83 STEINWAY ST @ Crystal Lounge https://t.co/Fs1efOtj0N;true;
baker's dozen;667839996234190848;@NRO I ate a baker's dozen in just the last 15 minutes... https://t.co/NDXsOrYWac;false;
croton reservoir tavern;669945899259424768;I'm at Croton Reservoir Tavern in New York, NY https://t.co/MgMGY1Xqrj;true;
joe allen restaurant;667479823086829568;Rain rain go away (for the sake of my hair) #winterisawesome #teammarty @ Joe Allen Restaurant https://t.co/KY8DPuEwsz;true;
joe allen restaurant;667476507267235840;Anyone? Anyone? Bueller? #teammarty #winterisawesome #bueller @ Joe Allen Restaurant https://t.co/kyf8XYT9Lj;true;
simple cafe;667548641956089856;N Y C #rain #regram #peopleoftomorrow @ SIMPLE Cafe https://t.co/LK6GUQXbY2;true;
simple cafe;667347909554380800;T o L i v e . #French #joiedevivre #vivre #live @ SIMPLE Cafe https://t.co/R3eb0AZnBT;true;
simple cafe;668470599656706049;Bronché @ SIMPLE Cafe https://t.co/Uni65uG8Dj;true;
simple cafe;669599712677396481;T h e M a r q u e t #softopening #firstcustomer #simplecafe #freshdryflowers #themarquet @ SIMPLE Cafe https://t.co/2cbcuLzFF9;true;
simple cafe;668851669413863424;We are hiring #waitstaff #hostess #retail.  Please email at simplecafesam@gmail.com @ SIMPLE Cafe https://t.co/EXy4r7Pe1M;true;
simple cafe;668998414374432768;S t a f f G i v i n g  #love #simplecafe #bep #thanksgiving #gratefulforourteam #winetasting @ SIMPLE… https://t.co/jilKpChhI0;true;
the dam;668548624327032832;Everyone is so salty about the snow in Watertown and I'm up here in The Dam wishing I'd see some white. #LetItSnow ???;false;
the dam;669397455310610432;I think about you all the dam time;false;
the dam;668201154665422848;Why has no one started selling tampons in packs of 3? Like "I am out for the night and I don't need 18 of the dam things" packs of tampons.;false;
the dam;667454341893251072;@KajaFire That's true! Who ever wins out of Rafole, I want to win the dam tournament.;false;
the dam;668993930499858432;Mom: where's Leah  Me: bathroom Mom: aw she broke the dam Me: seal mom. She broke the seal...;false;
the dam;669212921591894016;Time to do the dam thing;false;
the dam;667732407206993921;Late all the dam time. Idk how I still ain't fired. #GoodMorning;false;
the duck;668291810591141888;I'm at @TheDuck in New York, NY https://t.co/K4zUzaUaKc;true;
the duck;670060488215130112;get me the duck hoooooOoOoOoOoOoOoOoOOommmmmeeeeee;false;
the duck;668959211968176128;my boyfriend the duck whisperer #vscocam #ducks #centralpark @ Duck Pond Central Park 104 st https://t.co/5qUQBF5ajT;true;
the duck;669660914103267328;Howard the duck https://t.co/YoX6p3T6FW;false;
the duck;669571032135639040;@hsmitty3 @BleacherReport that's the homie. He did the duck lips in his Madden pic.;false;
the duck;668239992687362048;When her phone autocorrects to "hold the duck up." @ New York, New York https://t.co/NcwgoQu5bt;true;
the duck;670216925079863296;Why the duck do I have to be awake this god damn early ??;false;
the duck;668212450534285313;@libbyanelson What was more exciting: that game or the duck fat?;false;
the duck;669515323985534977;@HomewoodSuites the duck vote is bad url;false;
the duck;668112016066945024;@spongezouis you look like the duck from tom and jerry;false;
empire hotel rooftop;670049008946184192;Enjoyed walking for Ola Style! #Fashion #runway #model @ The Empire Hotel Rooftop https://t.co/HHLs87cJH5;true;
empire hotel rooftop;667284973687193601;Afterwork Thursday at Empire Hotel Rooftop  https://t.co/XqWH0r7LCb;true;
empire hotel rooftop;668446451836559360;My main squeeze #bestfriends #sisters #love #nyc @ The Empire Hotel Rooftop https://t.co/8egI9c6DqN;true;
empire hotel rooftop;667493384609783809;Rooftop vibes ?#nystateofmind @ The Empire Hotel Rooftop https://t.co/dRLrD0BTlg;true;
empire hotel rooftop;669640117292789760;Tonight we live at Empire Hotel Rooftop Everyone Free until 12AM   Open Bar from 10-11 @ The Empire… https://t.co/yBno1XDtQH;true;
empire hotel rooftop;669857242859102209;Afterwork Thursday (or Thanksgiving) at Empire Hotel Rooftop  https://t.co/5xbQ02kmCb;true;
empire hotel rooftop;669751986275950592;thankful for this moment. ? @ The Empire Hotel Rooftop https://t.co/DSPh7xUi29;true;
empire hotel rooftop;667550525982949378;Miami to NYC @zoeydollaz @jashayla ??? @ The Empire Hotel Rooftop https://t.co/rGZ3Fi7RsZ;true;
33;669254415166119940;Disabled vehicle on #SprainBrookStateParkway NB at Palmer Road;false;
33;669902086038007809;Google xvideo or thisvid fullynudeguy lots videos 33 virgin male thick big dick HUGE bouncin balls WOW https://t.co/kryf7M9kQ8;false;
33;668564643330174976;Partly cloudy tonight, low 33 (1 C).  Sunny Monday, high near 51 (11 C).;false;
33;668342802556784640;In 52 minutes I have a high tide. I'll be 33 inches above my average level.;true;
33;668963915410337794;The @NYRangers are winning this game with 5 shots on goal in 33 minutes of hockey. What is this nonsense? #NYR;false;
33;669150937999671296;NYC birthday!!! #tingtings #alteredimages #happybirthday @ Ps 33 Chelsea Prep https://t.co/BG2ioFLFzo;true;
33;668229830429810688;Friars lead Brown 42-35 with 33 seconds left in the 1st half. #pcbb;false;
33;669276267007614976;Update: Delays on #I78 WB from Exit 33 - CR 525/Liberty Corner Rd/Martinsville to Exit 26 - CR...https://t.co/b7W16LX5WC;true;
33;669637624315969536;6 1/2 weeks, 33 treatments and 2 months worth of "lunch time" spent with these guys. I don't know… https://t.co/F0ocO9Rg0T;true;
33;668661201061158912;Tree trimming on #AtlanticCityExpressway EB from West of Exit 33 - Winslow to West of Exit 33 - Winslow https://t.co/CyfA6fdRfJ;true;
sweet corner;667356929606291456;#Chocolate for breakfast?! ??? @ Sweet Corner Bakeshop https://t.co/Hl1EoWq9Y2;true;
sweet corner;668126784429228032;#Chocolate buttercream - not to be confused for ice cream, but just as good ?? @ Sweet Corner Bakeshop https://t.co/2s1QAr6KO2;true;
sweet corner;667828497587372032;#CarrotCake + #brigadeiro = ? @ Sweet Corner Bakeshop https://t.co/IWwjxyZKxf;true;
lupulo;670017610663243776;Night cap (at @LupuloNyc in New York, NY) https://t.co/oqmF4v0sxa;true;
drive in;667432397852557314;I'm at 64 Baruch Drive in New York, NY https://t.co/XijIPK0XAk;true;
drive in;667856367051481088;Finally home after an almost 4 hour drive in traffic and there's no food for dinner ?;false;
drive in;670078263205564416;I wouldnt be able to drive in New York;false;
drive in;669661035343781890;Can't imagine being one of those people that have no drive in life ?;false;
drive in;667539131321462784;if you can successfully drive in heels you can do anything;false;
drive in;667869053625741312;Best Uber driver yet. He dips like I do when I drive in LA. Thank you buddy! I love people who wanna get somewhere. #nosightseeing #driveboo;false;
drive in;669445269180780545;@JohnElliottTV @MaryCalviTV Good morning. I like Jeff Bezos. He's kewl in my liber. I think. If I ever drive in SEA once more, Mazda 323 RED;false;
drive in;668982775375073282;I hate when taxi drivers ask me what route to take. I don't know because I don't drive in the city. That's m why I'm taking a taxi.;false;
drive in;668523199366307840;I couldn't drive in NY on a daily basis;false;
drive in;669521819146321920;Why does anyone drive in NYC? @ The New York Times https://t.co/WoxurCEiKJ;true;
quality meats;670024268101455873;#ThanksgivingSteak @ Quality Meats https://t.co/cWBYAL6GnE;true;
