"diablo royale",6.67430253858595E+17,"kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A",TRUE,0
"the gate",6.69608696889147E+17,".@NJTRANSIT_NEC @NJTRANSIT caused a dangerous pushing condition at the gate at NYP by cancelling 3937",FALSE,0
"the gate",6.6826525761432E+17,"I will build my church the gate of hell shall not prevail https://t.co/nYA1eVJU0K",FALSE,0
"the gate",6.68079225040163E+17,"A few of our ebcconnects crew at the gate waiting to board for South… https://t.co/qz6TCnqKYx",TRUE,0
"ramen lab",6.68623676099715E+17,"@laurent_fintoni Mu In LIC is real good. Ramen Lab got an Italian Ramen chef guesting next week (uses olive oil!!!)",FALSE,0
"ramen lab",6.67721655255507E+17,"Miso calienté ??? #instafood #nyceats #ramen #food #nycfood #nyc @ Ramen Lab https://t.co/CK9zsgL24H",TRUE,1
hom,6.6956525639032E+17,"@Omri_Aloni if movies/sponsorships fall apart guess she'll fight again. She cant beat Hom hut she will csh a huge check",FALSE,0
hom,6.68866874327831E+17,"Homework  Homewor Homewo Homew Home Hom Ho H Ha Hat Hate",FALSE,0
hom,6.69570461056049E+17,"HOW HAS HE NOT COOKED HOM YET https://t.co/8jW3aW3aOw",FALSE,0
hom,6.68675072811512E+17,"@TheLeeGreenwood hi le did the kids make it hom ok? haven't heard from you at all. pat in ct",FALSE,0
disfruta,6.70120324810281E+17,"@pabloalboran Disfruta y sé muy feliz lo mereces tanto!!! Te prometo que aquí estaré cuando decidas regresar. #TeEsperoMoreno  Te Quiero??",FALSE,0
disfruta,6.69355601307288E+17,"@inesitaterrible ni le pares!! disfruta y mas nada.....",FALSE,0
disfruta,6.6842571106621E+17,"@paochaljub Buenos Días Pao! Mientras tanto disfruta de este hermoso domingo. Abrazos y bendiciones para ti y tus polluelos.",FALSE,0
disfruta,6.69115604683637E+17,"@VenenoSandoval Feliz cumpleaños disfruta tu dia especial con las personas que amas y qué Díos te bendiga siempre",FALSE,0
disfruta,6.688889464332E+17,"@christophervele Feliz Cumpleaños disfruta este dia Muchas Bendiciones. No se Olviden de Votar #LaBandaChristhoper ?",FALSE,0
disfruta,6.67732711314854E+17,"@ImJotDv Feliz cumpleaños señotito disfruta ??",FALSE,0
disfruta,6.69921768803574E+17,"Happy Thanksgiving a mis estudiantes! Disfruta el dia!? https://t.co/DOGaDQpk9i",FALSE,0
disfruta,6.6742625809614E+17,"@pabloalboran Te Quiero siempre te pienso y hoy más que nunca mi corazón está contigo. Disfruta y recuerda eres y serás siempre my number 1",FALSE,0
disfruta,6.69222422390833E+17,"Que te consienten mucho y recibas mucho amor disfruta de tu dia ""@Aylin_Mujica Gracias mi AMOR !! Te Amo https://t.co/OFaHvQKjSP """"",FALSE,0
"miss lily's 7a",6.67858733276484E+17,"Tonight ??? @misslilyschat 7A #SelectVibes @ Miss Lily's 7A https://t.co/OIkDIVN4bQ",TRUE,0
"miss lily's 7a",6.67552862738731E+17,"I'm at Miss Lily's 7A - @misslilyschat in New York NY w/ @mosquetir https://t.co/lmqQUcuDlo",TRUE,1
"miss lily's 7a",6.68276332451799E+17,"I'm at Miss Lily's 7A - @misslilyschat in New York NY https://t.co/4m2bvh4HhB",TRUE,1
"arriba arriba",6.67883141588197E+17,"Good food and drinks! @ Arriba Arriba Midtown https://t.co/3SgN65bfwj",TRUE,1
"tompkins square bagels",6.70259026077221E+17,"Our view sitting on the park bench with a #tompkinssquarebagels bagel brunch ~ Happy American… https://t.co/QAz9M9c5m7",TRUE,1
"tompkins square bagels",6.6951432354755E+17,"I'm at Tompkins Square Bagels - @tsbagels in New York NY https://t.co/VAkY7k9UxS",TRUE,1
"tompkins square bagels",6.69272760762376E+17,"Bagels from the other day ? @ Tompkins Square Bagels https://t.co/SbVmFMZMxY",TRUE,1
"tompkins square bagels",6.68162744353473E+17,"Must get The Moo at @tsbagels ??????? #tompkinssquarebagels @ Tompkins Square Bagels https://t.co/Gxao75QsSG",TRUE,1
"tompkins square bagels",6.68162436365722E+17,"I'm at Tompkins Square Bagels - @tsbagels in New York NY https://t.co/tmii7N5NE9",TRUE,1
oso,6.68640754420576E+17,"@oskardaza jaja que oso amor",FALSE,0
oso,6.68171451032347E+17,"Joined oSO thanks @oSOWaVeYyRyFry for this chance",FALSE,0
oso,6.69298307802403E+17,"Aqui con el oso ted y el oso yogui vallejordy ??? @ Bronx New York https://t.co/hMwGnmRGku",TRUE,0
oso,6.68818072447402E+17,"@thejazzjune Hop Along Oso Oso Mineral Girls",FALSE,0
"pil pil",6.67820584605094E+17,"Sangria a $3.00 y pues... (@ Pil Pil in New York NY) https://t.co/uiCJtzZsUp",TRUE,1
playground,6.68424961158201E+17,"#Friday #night #fun at the #playground w/ @petermonkmusic & @djmrfamousnyc ? #dj #writer #producer… https://t.co/2ebaEMLLc7",TRUE,1
playground,6.68495850792952E+17,"Its the Only one i have ?? @ Slattery Playground https://t.co/CYBXtBOv8K",TRUE,0
playground,6.6855399256635E+17,"Just one of our clients today at @kenfosterwrites's Community Dog Day at Bathgate Playground in the… https://t.co/05dvzTmwk2",TRUE,0
playground,6.68541874911764E+17,"Central park playground #lovemyfamily @ Central Park West @ 97th Street ~ NYC https://t.co/DMpIQv9vnm",TRUE,0
playground,6.70262206521545E+17,"I'm at Matthews-Palmer Playground - @nycparks in New York NY https://t.co/HwzKAcS6NW",TRUE,0
playground,6.67429388229693E+17,"Street photos with my son. ?: @jstain17 @ Manhattan Square Park Playground https://t.co/ZTNOe3QxoV",TRUE,0
playground,6.68100711939486E+17,"Kate swinging #bronxville #swings #playground @ Bronxville Elementery/Middle/High School https://t.co/1X6X9Dq8yi",TRUE,0
playground,6.70045396333367E+17,"Happy thanksgiving. #familyovereverything @ Watson Gleason Playground https://t.co/gqaMhZcoaN",TRUE,0
playground,6.68604466086683E+17,"The amount of effort to make this made it all very much so worth it @ Bleecker Playground https://t.co/TMWoPHoaRF",TRUE,0
playground,6.69237210269381E+17,"Sometimes it feels like this..lol.. @ Martin Luther King Playground https://t.co/hFRnsZXYJI",TRUE,0
"little pie company",6.69254634691813E+17,"With 10 items on the menu for thanksgiving I needed help for dessert #littlepiecompany #thanksgiving… https://t.co/wz6qV79wzj",TRUE,1
"peter dillon's",6.67833276489318E+17,"I'm at Peter Dillon's Pub - @peterdillonsnyc in New York NY https://t.co/6qk856k9m4",TRUE,1
zinc,6.69258131986248E+17,"after changing my major twice: @ Zinc Bar https://t.co/5MMwaigTgt",TRUE,1
zinc,6.68918524102865E+17,"Bob Perelman at the Zinc Segue series this afternoon chompaway @ Zinc Bar https://t.co/FfHIVWkuAA",TRUE,1
zinc,6.67858397962879E+17,"@Tundra_Frost @KihuBlue he beat me to it",FALSE,0
zinc,6.69595528095801E+17,"Wait hold on: Jarden built by Martin Franklin sells the US mint its zinc and lobbies to keep penny in circulation? https://t.co/PLLnQgE6kD",FALSE,0
zinc,6.68291549814497E+17,"The zinc lozenge is really killing the taste of this wonton soup. Meh.",FALSE,0
zinc,6.67919664694063E+17,"Zinc Bar round two!  Singing with Jack Jeffers and the NY Classics Jazz Orchestra!! @ Zinc Bar https://t.co/5vzWtyOFYu",TRUE,1
zinc,6.68918435846316E+17,"Elizabeth Workman reading at Segue at The Zinc chompaway @ Zinc Bar https://t.co/QhFIEtn1M2",TRUE,1
zinc,6.67925633880707E+17,"The amazing jazz pianist Esther Blue. Together at zinc!! @ Zinc Bar https://t.co/9FI4PiyUAM",TRUE,1
zinc,6.673009048366E+17,"@LoriStokes7 Lori go get Elderberry Extract w / Echinecea & Astragalus and Zinc @ health food store.  You'll feel better in no time!",FALSE,1
zinc,6.69072741581083E+17,"si c'est pas génial ça j'toucherais 800€ par mois tu vois sans travailler et ceux toute ma vie la belle vie le zinc !",FALSE,0
flip,6.68933217970471E+17,"Earth not due for a geomagnetic flip in the near future researchers show good as I keep my stuff on Earth. https://t.co/28BTUBb87Z",FALSE,0
flip,6.67551733942456E+17,"@yikesks @deja1422 @MishaMishaps @bannerite @grammy4lphhl She flip flops between RW tweets and lib tweets. Probably just grabbing followers.",FALSE,0
flip,6.67408098018071E+17,"Starting December 3rd we are hosting College Nights with Beer Pong and Flip Cup contest @solacebar1… https://t.co/GAPQukNYyl",TRUE,0
flip,6.67379547353039E+17,"im going to flip the fuck out in .2 seconds",FALSE,0
flip,6.69671149224206E+17,"Your girlfriend does tuck no's. My girlfriend can flip whip.",FALSE,0
flip,6.69200626342044E+17,"If this girl says rad one more time I'm gonna flip this table",FALSE,0
flip,6.70054678915363E+17,"I don't care if it's thanksgiving I'm going to flip my shit if I can't find my ll bean slippers",FALSE,0
flip,6.69919640487928E+17,"I'm thankful for the fact that I didn't have to wear flip flops in my shower this morning",FALSE,0
flip,6.68630694176891E+17,"she really did a front flip down a flight of stairs like??? what did you think was gonna happen lmfao",FALSE,0
flip,6.68194954464928E+17,"Gonna flip Tf out if I'm late to work ?",FALSE,0
cup,6.67481529589883E+17,"Drank In My Cup reminds me of freshman year and I'm sad",FALSE,0
cup,6.67776042287935E+17,"this new snapchat is just not my cup of tea",FALSE,0
cup,6.69525774584709E+17,"@_prince_philly_  HA! Usually filled with broccoli rabe and a half cup of olive oil!",FALSE,0
cup,6.68053292098978E+17,"T-14.5 hours to check-in ladies & gents. T-16 hours til we get this party started!  #wewantthecup #gottahavethatcup #OhioBound #OhiosRED",FALSE,0
cup,6.67408098018071E+17,"Starting December 3rd we are hosting College Nights with Beer Pong and Flip Cup contest @solacebar1… https://t.co/GAPQukNYyl",TRUE,0
cup,6.70021169307853E+17,"Wozniacki destroyed Serena and will be dangerous in 2016 just like what happened with Eugenie when she did the same in Hopman Cup Slam",FALSE,0
cup,6.67550657344311E+17,"@Wartles hey i want a stanley cup. nothing wrong with expecting a lot from a cup contender.",FALSE,0
cup,6.67756624170328E+17,"@loopy141 things are great! And Alice's Tea Cup is the best! I hope things are wonderful in the UK!",FALSE,0
cup,6.69861303641485E+17,"Manchester United v Ajax 29/9/76 UEFA Cup R1 https://t.co/yZeRg2qYN6 https://t.co/xvCceUMZIw",TRUE,0
cup,6.6736639894401E+17,"white roses x red cup bux.. #myfavoritethings #insideR29 @ Refinery29 New York https://t.co/P0g1iAHVmn",TRUE,0
"calico jacks",6.69301612834193E+17,"It's goin' down!! #calicojacksnyc @ Calico Jack's Cantina https://t.co/l8E4JCJEqX",TRUE,1
"calico jacks",6.68921366666572E+17,"#BillsMafia unite! #MNF goes down tonight at 8:30pm!! #calicojacksnyc @ Calico Jack's Cantina https://t.co/OXBWKfyFZA",TRUE,0
"calico jacks",6.69228547505E+17,"I'm at Calico Jack's Cantina - @calicojacksnyc in New York NY https://t.co/txKE1DaP5T",TRUE,1
"calico jacks",6.67841693404803E+17,"I'm at Calico Jack's Cantina - @calicojacksnyc in New York NY https://t.co/d8uG4Bbgxy",TRUE,1
"rolf's german restaurant",6.68571032144495E+17,"I'm at Rolf's German Restaurant in New York NY https://t.co/3PIUWcMq9t",TRUE,1
mountain,6.68105227711685E+17,"Berry Lime Mountain Dew is actually not bad",FALSE,0
mountain,6.67584930235425E+17,"Road snaking through #Liuba mountain in China from the @TheEconomist https://t.co/x0HZJkUBXY",FALSE,0
mountain,6.69189388039885E+17,"Just posted a photo @ Black Mountain (Washington County New York) https://t.co/mU6nh7ADQs",TRUE,0
mountain,6.68278821532115E+17,"???? @ Bear Mountain Ice Rink https://t.co/gQMCBXGYFv",TRUE,0
mountain,6.68651194433315E+17,"on a mountain peak  https://t.co/xcIMrvJZ29",FALSE,0
mountain,6.67773847186338E+17,"Gorgeous crisp Fall day at Mohonk Mountain House. Nature at its finest. #FallForMohonk #NewPaltz… https://t.co/grFzaXEJJz",TRUE,0
mountain,6.6915728725318E+17,"@CNN mountain terrorists hiding on mountain shoot unarmed Russian pilot. Russia should level the mountain in retaliation first.",FALSE,0
mountain,6.68613204206092E+17,"A beautiful for day for a photoshoot! @ Bear Mountain State Park https://t.co/CMdU5liw6X",TRUE,0
mountain,6.68604974968914E+17,"#birthday#dinner #1 last night with the #family ????? @ Bear Mountain Inn https://t.co/DHy9WvOuxO",TRUE,1
mountain,6.68156254234223E+17,"Burning #incense in a village in Bhutan as an offering to a mountain goddess https://t.co/ZP6uDx7v2n https://t.co/vzlQC9joJM",FALSE,0
"bar 360",6.6746340447556E+17,"What are your #NewYearsEve plans?!? Countdown to the #NewYear @ #Bar360 with @12xlive & @djlodato #NYE #Party https://t.co/jdrSieP12V",FALSE,0
"better being",6.70057507310739E+17,"@WindulloJesus @Vcvca_ @Christiina666 im good honestly  better being a young free-minded kid than some purposeless adult with a dry mouth",FALSE,0
"better being",6.67913413880906E+17,"I feel better being the guy on his phone drinking beer when another guy is doing the same",FALSE,0
"il posto accanto",6.69948554786423E+17,"Holiday Greeting's  Happy ???? Day!!!! IL BAGATTO TO GO & IL POSTO ACCANTO  will be closed… https://t.co/f9slb1nxc8",TRUE,0
bakery,6.67399682084241E+17,"I read that the black and white cookie was good here.  So I came. (@ Chelsea Deli & Bakery in New York NY) https://t.co/NIEJloFkb7",TRUE,1
bakery,6.6772040674961E+17,"I'm at Fuji Bakery in New York NY https://t.co/O9Ms3Us48N",TRUE,1
bakery,6.68788758720995E+17,"I need coffee (@ Takahachi Bakery in New York NY) https://t.co/oJNKnRGpSy",TRUE,1
bakery,6.69484365169205E+17,"Cronut!!! Se merece la fama es fantástico ?? @ Dominique Ansel Bakery https://t.co/mNM2c0UecK",TRUE,0
bakery,6.69956556847522E+17,"The bakery is sold out of pies ? now what am I supposed to bring to this party? A box of zebra cakes?",FALSE,0
bakery,6.69608237323407E+17,"Yoooo My uncle's muffins are better than Costco's! #muffin #bakery @ Glendale Bakeshop & Cafe https://t.co/cmoeB6NlOk",TRUE,0
bakery,6.68531699777716E+17,"?? (@ Magnolia Bakery in New York NY) https://t.co/K5ZyVN52vX",TRUE,1
bakery,6.68480221234901E+17,"??5? @ Bakery hny https://t.co/1y7gFwEOEi",TRUE,1
bakery,6.6912325875159E+17,"6:30 am standing in line for a cronut ? @ Dominique Ansel Bakery https://t.co/zV3HUDJn0Y",TRUE,1
bakery,6.6735876767207E+17,"There's a magnolias bakery here now??? Omggggg #dead (@ New York Penn Station in New York NY) https://t.co/DymXcVZ6QM",TRUE,0
"prime meats",6.69600057348502E+17,"Lots of fun magnum BTG pours tomorrow @PrimeMeats for #Thanksgiving - come stop @ the bar for a glass! https://t.co/rWggoikgah",FALSE,0
"prime meats",6.70018899153428E+17,"Happy Thanksgiving! (at @PrimeMeats in Brooklyn NY) https://t.co/JwhtkuL1tA",TRUE,1
"prime meats",6.67879989518422E+17,"Stop 2. Beer and mocktail - Drinking a Milk Stout Nitro by @LeftHandBrewing at @primemeats  — https://t.co/JDQ3ljX6lr #photo",TRUE,0
"prime meats",6.67843639805104E+17,"Afternoon treats in #Brooklyn @ Prime Meats https://t.co/MupkobQLUX",TRUE,1
"prime meats",6.68187793722581E+17,"Not blurry. Mags of '13 Mee Godard Morgon Corcelette BTG @PrimeMeats tonight! Get at it. https://t.co/1x1guYPwG5",FALSE,0
"prime meats",6.70049779389436E+17,"Our first thanksgiving at a restaurant just us ???? @ Prime Meats https://t.co/EAYiX4UGKh",TRUE,1
"prime meats",6.69928973212721E+17,"How new #moms make turkey.... #happythanksgiving! ? @ Prime Meats https://t.co/emh6jOKvbU",TRUE,0
tisserie,6.68213743982125E+17,"So pretty! #Basic #Tisserie @ Tisserie https://t.co/ZW4gzBa0pF",TRUE,0
tisserie,6.69226986754187E+17,"I'm at @Tisserie in New York NY https://t.co/gXiOA3y6Tv",TRUE,1
tisserie,6.68896454497444E+17,"I'm at @Tisserie in New York NY https://t.co/BeGiesM0hi",TRUE,1
mana,6.70265205935444E+17,"Persoalannya sekarang. Kat mana badan dengan kaki kerajaan ? Asik2 kakitangan je.",FALSE,0
mana,6.67294545835528E+17,"@LanaMichael mana ni? Sutera Harbour?",FALSE,0
mana,6.67275553355882E+17,"go google Ridzwan Sulaiman. apparently this Kiram funder was very close with umno leaders. mana menteri masa tu? https://t.co/ZSHYlpwJx1",FALSE,0
mana,6.68771276518007E+17,"Ha burung hantu mana suka share gambor makanan kat insta tu ! Tukar avatar ni cepat !!  #internetburunghantu https://t.co/wN6s4svyZ0",FALSE,0
mana,6.67530715618218E+17,"I be jamming out to Mana ??",FALSE,0
mana,6.67904709152391E+17,"saudade de vc mana @Anitta",FALSE,0
mana,6.67533172146627E+17,"La mejor manera de terminar su presentación! Me encanto! ??#LatinosUnidos #LatinGRAMMY #Mana #TigresDelNorte @manaoficial @Univision",FALSE,0
mana,6.69332062797734E+17,"Ini Breakfast ku. Mana punyamu ? @ Home Sweet Home https://t.co/hNzaCy0RoX",TRUE,0
mana,6.6959255923318E+17,"When your opponent tapped all their blue sources of mana and your full combo is ready to go next turn and win. #MTG https://t.co/mBa8jGUnn0",FALSE,0
mana,6.6959536342741E+17,"When they start tapping mana during your turn only to realize they can't do what they're thinking. #MTG #MTGO https://t.co/XhyT8dGYXF",FALSE,0
"crystal lounge",6.68296079641813E+17,"looking like ladies night at nyccrystallounge.  make ur way no cover charge all night. @ Crystal Lounge https://t.co/kTj3kSf674",TRUE,1
"crystal lounge",6.67963135748399E+17,"playboyswag this track tho #cantevencallit @ Crystal Lounge https://t.co/sIDh6iP2j2",TRUE,1
"crystal lounge",6.70034434784104E+17,"TONIGHT COME TURN UP WIT ME AT nyccrystallounge 25-83 STEINWAY ST @ Crystal Lounge https://t.co/Fs1efOtj0N",TRUE,1
"baker's dozen",6.67839996234191E+17,"@NRO I ate a baker's dozen in just the last 15 minutes... https://t.co/NDXsOrYWac",FALSE,0
"croton reservoir tavern",6.69945899259425E+17,"I'm at Croton Reservoir Tavern in New York NY https://t.co/MgMGY1Xqrj",TRUE,1
"joe allen restaurant",6.6747982308683E+17,"Rain rain go away (for the sake of my hair) #winterisawesome #teammarty @ Joe Allen Restaurant https://t.co/KY8DPuEwsz",TRUE,1
"joe allen restaurant",6.67476507267236E+17,"Anyone? Anyone? Bueller? #teammarty #winterisawesome #bueller @ Joe Allen Restaurant https://t.co/kyf8XYT9Lj",TRUE,1
"simple cafe",6.6754864195609E+17,"N Y C #rain #regram #peopleoftomorrow @ SIMPLE Cafe https://t.co/LK6GUQXbY2",TRUE,1
"simple cafe",6.67347909554381E+17,"T o L i v e . #French #joiedevivre #vivre #live @ SIMPLE Cafe https://t.co/R3eb0AZnBT",TRUE,1
"simple cafe",6.68470599656706E+17,"Bronché @ SIMPLE Cafe https://t.co/Uni65uG8Dj",TRUE,1
"simple cafe",6.69599712677396E+17,"T h e M a r q u e t #softopening #firstcustomer #simplecafe #freshdryflowers #themarquet @ SIMPLE Cafe https://t.co/2cbcuLzFF9",TRUE,0
"simple cafe",6.68851669413863E+17,"We are hiring #waitstaff #hostess #retail.  Please email at simplecafesam@gmail.com @ SIMPLE Cafe https://t.co/EXy4r7Pe1M",TRUE,0
"simple cafe",6.68998414374433E+17,"S t a f f G i v i n g  #love #simplecafe #bep #thanksgiving #gratefulforourteam #winetasting @ SIMPLE… https://t.co/jilKpChhI0",TRUE,1
"the dam",6.68548624327033E+17,"Everyone is so salty about the snow in Watertown and I'm up here in The Dam wishing I'd see some white. #LetItSnow ???",FALSE,0
"the dam",6.6939745531061E+17,"I think about you all the dam time",FALSE,0
"the dam",6.68201154665423E+17,"Why has no one started selling tampons in packs of 3? Like ""I am out for the night and I don't need 18 of the dam things"" packs of tampons.",FALSE,0
"the dam",6.67454341893251E+17,"@KajaFire That's true! Who ever wins out of Rafole I want to win the dam tournament.",FALSE,0
"the dam",6.68993930499858E+17,"Mom: where's Leah  Me: bathroom Mom: aw she broke the dam Me: seal mom. She broke the seal...",FALSE,0
"the dam",6.69212921591894E+17,"Time to do the dam thing",FALSE,0
"the dam",6.67732407206994E+17,"Late all the dam time. Idk how I still ain't fired. #GoodMorning",FALSE,0
"the duck",6.68291810591142E+17,"I'm at @TheDuck in New York NY https://t.co/K4zUzaUaKc",TRUE,1
"the duck",6.7006048821513E+17,"get me the duck hoooooOoOoOoOoOoOoOoOOommmmmeeeeee",FALSE,0
"the duck",6.68959211968176E+17,"my boyfriend the duck whisperer #vscocam #ducks #centralpark @ Duck Pond Central Park 104 st https://t.co/5qUQBF5ajT",TRUE,0
"the duck",6.69660914103267E+17,"Howard the duck https://t.co/YoX6p3T6FW",FALSE,0
"the duck",6.69571032135639E+17,"@hsmitty3 @BleacherReport that's the homie. He did the duck lips in his Madden pic.",FALSE,0
"the duck",6.68239992687362E+17,"When her phone autocorrects to ""hold the duck up."" @ New York New York https://t.co/NcwgoQu5bt",TRUE,0
"the duck",6.70216925079863E+17,"Why the duck do I have to be awake this god damn early ??",FALSE,0
"the duck",6.68212450534285E+17,"@libbyanelson What was more exciting: that game or the duck fat?",FALSE,0
"the duck",6.69515323985535E+17,"@HomewoodSuites the duck vote is bad url",FALSE,0
"the duck",6.68112016066945E+17,"@spongezouis you look like the duck from tom and jerry",FALSE,0
"empire hotel rooftop",6.70049008946184E+17,"Enjoyed walking for Ola Style! #Fashion #runway #model @ The Empire Hotel Rooftop https://t.co/HHLs87cJH5",TRUE,0
"empire hotel rooftop",6.67284973687194E+17,"Afterwork Thursday at Empire Hotel Rooftop  https://t.co/XqWH0r7LCb",TRUE,0
"empire hotel rooftop",6.68446451836559E+17,"My main squeeze #bestfriends #sisters #love #nyc @ The Empire Hotel Rooftop https://t.co/8egI9c6DqN",TRUE,1
"empire hotel rooftop",6.67493384609784E+17,"Rooftop vibes ?#nystateofmind @ The Empire Hotel Rooftop https://t.co/dRLrD0BTlg",TRUE,1
"empire hotel rooftop",6.6964011729279E+17,"Tonight we live at Empire Hotel Rooftop Everyone Free until 12AM   Open Bar from 10-11 @ The Empire… https://t.co/yBno1XDtQH",TRUE,0
"empire hotel rooftop",6.69857242859102E+17,"Afterwork Thursday (or Thanksgiving) at Empire Hotel Rooftop  https://t.co/5xbQ02kmCb",TRUE,1
"empire hotel rooftop",6.69751986275951E+17,"thankful for this moment. ? @ The Empire Hotel Rooftop https://t.co/DSPh7xUi29",TRUE,1
"empire hotel rooftop",6.67550525982949E+17,"Miami to NYC @zoeydollaz @jashayla ??? @ The Empire Hotel Rooftop https://t.co/rGZ3Fi7RsZ",TRUE,1
33,6.6925441516612E+17,"Disabled vehicle on #SprainBrookStateParkway NB at Palmer Road",FALSE,0
33,6.69902086038008E+17,"Google xvideo or thisvid fullynudeguy lots videos 33 virgin male thick big dick HUGE bouncin balls WOW https://t.co/kryf7M9kQ8",FALSE,0
33,6.68564643330175E+17,"Partly cloudy tonight low 33 (1 C).  Sunny Monday high near 51 (11 C).",FALSE,0
33,6.68342802556785E+17,"In 52 minutes I have a high tide. I'll be 33 inches above my average level.",TRUE,0
33,6.68963915410338E+17,"The @NYRangers are winning this game with 5 shots on goal in 33 minutes of hockey. What is this nonsense? #NYR",FALSE,0
33,6.69150937999671E+17,"NYC birthday!!! #tingtings #alteredimages #happybirthday @ Ps 33 Chelsea Prep https://t.co/BG2ioFLFzo",TRUE,0
33,6.68229830429811E+17,"Friars lead Brown 42-35 with 33 seconds left in the 1st half. #pcbb",FALSE,0
33,6.69276267007615E+17,"Update: Delays on #I78 WB from Exit 33 - CR 525/Liberty Corner Rd/Martinsville to Exit 26 - CR...https://t.co/b7W16LX5WC",TRUE,0
33,6.6963762431597E+17,"6 1/2 weeks 33 treatments and 2 months worth of ""lunch time"" spent with these guys. I don't know… https://t.co/F0ocO9Rg0T",TRUE,0
33,6.68661201061159E+17,"Tree trimming on #AtlanticCityExpressway EB from West of Exit 33 - Winslow to West of Exit 33 - Winslow https://t.co/CyfA6fdRfJ",TRUE,0
"sweet corner",6.67356929606291E+17,"#Chocolate for breakfast?! ??? @ Sweet Corner Bakeshop https://t.co/Hl1EoWq9Y2",TRUE,1
"sweet corner",6.68126784429228E+17,"#Chocolate buttercream - not to be confused for ice cream but just as good ?? @ Sweet Corner Bakeshop https://t.co/2s1QAr6KO2",TRUE,1
"sweet corner",6.67828497587372E+17,"#CarrotCake + #brigadeiro = ? @ Sweet Corner Bakeshop https://t.co/IWwjxyZKxf",TRUE,1
lupulo,6.70017610663244E+17,"Night cap (at @LupuloNyc in New York NY) https://t.co/oqmF4v0sxa",TRUE,1
"drive in",6.67432397852557E+17,"I'm at 64 Baruch Drive in New York NY https://t.co/XijIPK0XAk",TRUE,0
"drive in",6.67856367051481E+17,"Finally home after an almost 4 hour drive in traffic and there's no food for dinner ?",FALSE,0
"drive in",6.70078263205564E+17,"I wouldnt be able to drive in New York",FALSE,0
"drive in",6.69661035343782E+17,"Can't imagine being one of those people that have no drive in life ?",FALSE,0
"drive in",6.67539131321463E+17,"if you can successfully drive in heels you can do anything",FALSE,0
"drive in",6.67869053625741E+17,"Best Uber driver yet. He dips like I do when I drive in LA. Thank you buddy! I love people who wanna get somewhere. #nosightseeing #driveboo",FALSE,0
"drive in",6.69445269180781E+17,"@JohnElliottTV @MaryCalviTV Good morning. I like Jeff Bezos. He's kewl in my liber. I think. If I ever drive in SEA once more Mazda 323 RED",FALSE,0
"drive in",6.68982775375073E+17,"I hate when taxi drivers ask me what route to take. I don't know because I don't drive in the city. That's m why I'm taking a taxi.",FALSE,0
"drive in",6.68523199366308E+17,"I couldn't drive in NY on a daily basis",FALSE,0
"drive in",6.69521819146322E+17,"Why does anyone drive in NYC? @ The New York Times https://t.co/WoxurCEiKJ",TRUE,0
"quality meats",6.70024268101456E+17,"#ThanksgivingSteak @ Quality Meats https://t.co/cWBYAL6GnE",TRUE,0
"quality meats",6.70008699319026E+17,"#HappyThanksgiving @ Quality Meats https://t.co/IYPWKafTvl",TRUE,0
"quality meats",6.70022257574457E+17,"#ThanksgivingSteak @ Quality Meats https://t.co/GgwdDyqSFD",TRUE,0
relleno,6.67935517447713E+17,"https://t.co/Jqf2R95i9t  check out my post on  -Pupusas -Chile Relleno -Mofongo",FALSE,0
relleno,6.69700236126904E+17,"Me pidieron relleno y yo hago caso! https://t.co/hqSG2ghLy4",FALSE,0
relleno,6.6863195459466E+17,"Los Lakers son un relleno de la NBA ahora mismo.",FALSE,0
relleno,6.69708245804704E+17,"@NeuroticMariana Eso me suena a gente de relleno para un capricho que tengo y no quiero/puedo pagar",FALSE,0
relleno,6.69362313577808E+17,"TOSTONES RELLENO VAMOS A ESTO.  COME ENJOY THE BEST  AFTER WORK HAPPY HOUR  HOSTED BY: JOSHY DVD & EL… https://t.co/PC3gVdTeZJ",TRUE,0
relleno,6.69971137649095E+17,"invento de este pais al que le sobra comida: TURDUCKEN: un pavo relleno con un pato relleno a su vez con un pollo. y  envuelto en panceta.",FALSE,0
"shun lee",6.70107898379444E+17,"@azizansari big fan in episode 2 when you go to shun lee palace what was the name of that chicken dish in your show I want to order that",FALSE,0
wildair,6.69250842474615E+17,"Little gem lettuces and beans @ Wildair https://t.co/8g1PyotOO6",TRUE,1
"chipotle mexican grill",6.68604340597342E+17,"I'm at Chipotle Mexican Grill in New York NY w/ @celiamrtnez https://t.co/vMQobQVU35",TRUE,1
"chipotle mexican grill",6.67516487066903E+17,"Tummy burrito (@ Chipotle Mexican Grill in New York NY) https://t.co/PuOtTgiNjS",TRUE,1
"chipotle mexican grill",6.69280661090517E+17,"alamié. (@ Chipotle Mexican Grill in New York NY) https://t.co/SqoGdfNd0o https://t.co/AbOUNPdF1X",TRUE,1
"chipotle mexican grill",6.68954881546437E+17,"I'm at Chipotle Mexican Grill in New York NY https://t.co/bV7XarW3Tc",TRUE,1
"chipotle mexican grill",6.6958113261108E+17,"This thanksgiving I'm thankful for chipotle! ? (@ Chipotle Mexican Grill in New York NY) https://t.co/kFXTuLS8WS",TRUE,1
